0, 6983, 0
1, 6913, 0
2, 6519, 0
0, 6983, 100
1, 6913, 9
2, 6519, 13
0, 6983, 95
1, 6913, 74
2, 6519, 13
0, 6983, 97
1, 6913, 74
2, 6519, 18
0, 6983, 97
1, 6913, 70
2, 6519, 18
0, 6983, 100
1, 6913, 74
2, 6519, 13
0, 6983, 99
1, 6913, 72
2, 6519, 18
0, 7023, 99
1, 6953, 72
2, 6519, 18
0, 7023, 73
1, 6953, 73
2, 6519, 11
0, 7023, 96
1, 6953, 74
2, 6519, 17
0, 7023, 99
1, 6953, 73
2, 6519, 18
0, 7023, 99
1, 6953, 73
2, 6519, 13
0, 7023, 100
1, 6953, 73
2, 6519, 18
0, 7023, 98
1, 6953, 75
2, 6519, 18
0, 7023, 98
1, 6953, 72
2, 6519, 18
0, 7023, 98
1, 6953, 69
2, 6519, 18
0, 7023, 97
1, 6953, 70
2, 6519, 17
0, 7023, 98
1, 6953, 67
2, 6519, 17
0, 7023, 98
1, 6953, 67
2, 6519, 17
0, 7023, 100
1, 6953, 51
2, 6519, 18
0, 7023, 100
1, 6953, 100
2, 6519, 24
0, 7023, 100
1, 6953, 100
2, 6519, 24
0, 7023, 99
1, 6953, 86
2, 6519, 5
0, 7023, 100
1, 6953, 100
2, 6519, 24
0, 7023, 90
1, 6953, 100
2, 6519, 23
