0, 5227, 0
1, 15, 0
2, 15, 0
0, 5229, 63
1, 15, 0
2, 15, 0
0, 5229, 93
1, 15, 0
2, 15, 0
0, 5229, 95
1, 15, 0
2, 15, 0
0, 5229, 95
1, 15, 0
2, 15, 0
0, 5229, 95
1, 15, 0
2, 15, 0
0, 5229, 94
1, 15, 0
2, 15, 0
0, 5229, 94
1, 15, 0
2, 15, 0
0, 5237, 95
1, 15, 0
2, 15, 0
0, 5237, 73
1, 15, 0
2, 15, 0
0, 5237, 100
1, 15, 0
2, 15, 0
0, 5239, 0
1, 15, 0
2, 15, 0
0, 5239, 95
1, 15, 0
2, 15, 0
0, 5239, 95
1, 15, 0
2, 15, 0
0, 5239, 95
1, 15, 0
2, 15, 0
0, 5239, 94
1, 15, 0
2, 15, 0
0, 5239, 95
1, 15, 0
2, 15, 0
0, 5239, 73
1, 15, 0
2, 15, 0
0, 5239, 94
1, 15, 0
2, 15, 0
0, 5239, 95
1, 15, 0
2, 15, 0
0, 5239, 95
1, 15, 0
2, 15, 0
0, 5239, 94
1, 15, 0
2, 15, 0
0, 5239, 95
1, 15, 0
2, 15, 0
0, 5239, 89
1, 15, 0
2, 15, 0
0, 5239, 86
1, 15, 0
2, 15, 0
0, 5239, 91
1, 15, 0
2, 15, 0
0, 5239, 31
1, 15, 0
2, 15, 0
0, 5239, 89
1, 15, 0
2, 15, 0
0, 5239, 90
1, 15, 0
2, 15, 0
0, 5239, 89
1, 15, 0
2, 15, 0
0, 5239, 33
1, 15, 0
2, 15, 0
0, 5239, 90
1, 15, 0
2, 15, 0
0, 5239, 90
1, 15, 0
2, 15, 0
0, 5239, 89
1, 15, 0
2, 15, 0
0, 5239, 81
1, 15, 0
2, 15, 0
0, 5239, 89
1, 15, 0
2, 15, 0
0, 5239, 89
1, 15, 0
2, 15, 0
0, 5239, 89
1, 15, 0
2, 15, 0
0, 5239, 91
1, 15, 0
2, 15, 0
0, 5239, 91
1, 15, 0
2, 15, 0
0, 5239, 90
1, 15, 0
2, 15, 0
0, 5239, 85
1, 15, 0
2, 15, 0
