0, 6935, 0
1, 6795, 5
2, 6411, 0
0, 6935, 0
1, 6795, 5
2, 6411, 0
0, 6935, 97
1, 6795, 32
2, 6411, 16
0, 6935, 98
1, 6795, 56
2, 6411, 18
0, 6935, 98
1, 6795, 70
2, 6411, 17
0, 6935, 99
1, 6795, 60
2, 6411, 17
0, 6935, 90
1, 6795, 70
2, 6411, 14
0, 6935, 99
1, 6795, 68
2, 6411, 18
0, 6935, 99
1, 6835, 57
2, 6411, 18
0, 6935, 88
1, 6835, 70
2, 6411, 18
0, 6935, 99
1, 6835, 68
2, 6411, 18
0, 6935, 98
1, 6835, 58
2, 6411, 18
0, 6935, 99
1, 6835, 58
2, 6411, 17
0, 6935, 97
1, 6835, 66
2, 6411, 18
0, 6935, 98
1, 6835, 70
2, 6411, 18
0, 6935, 99
1, 6835, 69
2, 6411, 18
0, 6935, 99
1, 6835, 71
2, 6411, 18
0, 6935, 76
1, 6835, 71
2, 6411, 12
0, 6935, 98
1, 6835, 71
2, 6411, 17
0, 6935, 98
1, 6835, 100
2, 6411, 17
0, 6935, 100
1, 6835, 100
2, 6411, 24
0, 6935, 100
1, 6835, 100
2, 6411, 26
0, 6935, 100
1, 6835, 100
2, 6411, 26
0, 6935, 100
1, 6835, 97
2, 6411, 25
0, 6935, 100
1, 6835, 100
2, 6411, 25
